id	VE	DE
cell_12	0.015963154299144366	0.01803470081755628
cell_20	0.0030606721426374743	0.0009423957934136541
cell_24	0.00753506627318834	0.006106524119119748
cell_51	0.0012392504943932996	0.00021719158301890278
cell_55	0.004585911076985244	0.0014146633662804483
cell_64	0.013699539865827278	0.008930190630408995
cell_73	0.001773112643969778	0.00028693505870731135
cell_78	0.008446857423762975	0.0027535572791364464
cell_82	0.001831731352056713	0.0005760554049168315
cell_83	0.00799818479097296	0.0029788805280179776
cell_91	0.007279659691570523	0.002885689917707961
cell_96	0.0023415883095574182	0.0004293551039385533
cell_105	0.0017152402604022085	0.00030527399173545326
cell_107	0.0007861354739134665	0.0001417832338383045
cell_113	0.0007348539549012158	0.00015284193234945388
cell_115	0.005423277722869626	0.024164704976499262
cell_125	0.0011899469598998427	0.00024705575277064886
cell_159	0.0014887870160714587	0.000223010176083774
cell_160	0.003318257819441066	0.0006551117705474793
cell_167	0.015674170577607772	0.009804162406091357
cell_183	0.014177045665486037	0.015897518484684677
cell_198	0.000889811642478775	0.0001006262634850033
cell_216	0.014386341762953026	0.012717967837321945
cell_224	0.001184097962814162	0.00023410917851799637
cell_231	0.0022668298634803447	0.0004681309628853229
cell_255	0.009308404475035626	0.003673406632893293
cell_260	0.0018253268141562558	0.0002695078752783754
cell_265	0.012952634481424922	0.006489103078183246
cell_269	0.01652213013205523	0.009660599671388728
cell_272	0.01678835941382714	0.017195563895189538
cell_284	0.012596812075533866	0.046978696034822326
cell_300	0.004638045878983246	0.0010731249114187978
cell_304	0.014949652801084668	0.01057706563506761
cell_328	0.010901441475704075	0.004719468271090922
cell_331	0.0006193178875379626	0.00011454646949974321
cell_339	0.0013603875238985294	0.00019866143706186428
cell_343	0.0014130678377909072	0.000275473105036238
cell_348	0.004482980373600819	0.0011016823091250677
cell_358	0.001323689824042969	0.00018143893964195926
cell_1463	0.0075599474523660145	0.0025160768222327124
cell_1489	0.0010806860542413692	0.0001597834073587659
cell_1491	0.010510474623111322	0.004408441551162645
cell_1511	0.0019764762952221237	0.0005756355760617731
cell_1539	0.01586803130267012	0.007990392004112553
cell_1556	0.007978032390361095	0.0041186084501213804
cell_1572	0.000932575381565008	0.0001345483307083445
cell_1584	0.0018180449518713307	0.00034122798598105005
cell_1634	0.0018674882437412703	0.00030953049975284054
cell_1662	0.001596995251195623	0.0002520136978544693
cell_1690	0.0067840377526768095	0.010162135827837548
cell_1700	0.013866364079075957	0.021883285469393086
cell_1722	0.0009060880377887198	0.0001863174418766269
cell_1725	0.01690687949048887	0.015487374880696304
cell_1735	0.0019402429976994658	0.00033108613659443446
cell_1745	0.016057814654006214	0.01610742373222437
cell_1754	0.0024848638593392364	0.0003991961895773841
cell_1773	0.002300115834215279	0.0004109510163082888
cell_1778	0.007342634247698597	0.0033534523684257155
cell_1787	0.0038281374537049843	0.0017332471938493654
cell_1791	0.00825211795473066	0.0038604066185663763
cell_1793	0.009249335551146265	0.00501706243823529
cell_1797	0.01615437403129748	0.014764290221245844
cell_1801	0.0015024841455759852	0.0002649146528046446
cell_1822	0.0033749368546882826	0.001065920600354037
cell_1847	0.004439067924703383	0.002402152657355687
cell_1851	0.008696791197869612	0.006501527553071973
cell_1869	0.008485781245720109	0.0022662984562850327
cell_1875	0.006981366708862326	0.009118011080111519
cell_1900	0.008284399169089036	0.0034834802887543817
cell_1915	0.008721476819280186	0.020225515811187908
cell_1920	0.01299725419406156	0.008741460513191475
cell_1955	0.0013290441690040288	0.00021736473449048487
cell_1957	0.0006740994663158661	0.00011471197308354902
cell_1979	0.0015078166550998335	0.0002222438008309058
cell_1992	0.012160234588619716	0.008183353527103723
cell_1995	0.008094045774997307	0.0025923381120005655
cell_2076	0.0016250567632765745	0.0002761352023499648
cell_2081	0.0013915305257078104	0.00019595746997668495
cell_2101	0.00601699261804648	0.0019714043066921534
cell_2129	0.015814952349970966	0.013380070182211006
cell_2136	0.001002019609973411	0.00013718321539260783
cell_2177	0.0015976574930842756	0.00023660830138553192
cell_2181	0.0007109103749476343	0.00012225817775135604
cell_2205	0.0032159455547404367	0.0009622246907072406
cell_2230	0.0010315794381369145	0.00018003879536348285
cell_2239	0.004617895956056275	0.0033946388154208226
cell_2246	0.0020576869370547944	0.00042525958909228747
cell_2255	0.0013233797783973125	0.00018375700915721442
cell_2273	0.0010278817860295895	0.00018046277514220438
cell_2277	0.0018729725359469178	0.00024507415631532095
cell_2278	0.012557581180402648	0.059072439213995735
cell_2280	0.0013142098264210232	0.00018760672700401083
cell_2312	0.0007304726467891755	0.00017968348394440745
cell_2318	0.005998714388203895	0.02700727519695112
cell_2371	0.012454714218194152	0.004325697908094234
cell_2372	0.0017079657593693505	0.0003395306937316744
cell_2395	0.010484547735878343	0.005711274386987686
cell_2405	0.0011868210932111305	0.00023905187947332142
cell_2411	0.013441243898535802	0.007619507284512076
cell_2420	0.0007020911513640431	0.00013165424651136127
cell_2455	0.0017494595753656766	0.00026474614624978935
cell_2457	0.0077305596008124455	0.0020859377563719602
cell_2459	0.008816429979179738	0.0037646740431739587
cell_2460	0.014121750798502546	0.017302705235139666
cell_2483	0.012499631480237038	0.0043723947522861205
cell_2495	0.011352466372932746	0.0040663646885261365
cell_2498	0.0014469728925469102	0.00031391796431908214
cell_2514	0.0009805273831650447	0.00018275908285430363
cell_2548	0.015556228761605539	0.015414153332520381
cell_2552	0.0016439343925476098	0.00024428266539616315
cell_2577	0.0018444787239512805	0.00024642520140580483
cell_2589	0.010502971668222028	0.005928048292323582
cell_2600	0.007948405529922143	0.060910066078909995
cell_2601	0.013497250933522649	0.005217533813942155
cell_2619	0.0031071941507336796	0.0011672782889571311
cell_2626	0.001311386144626804	0.00027056129301600973
cell_41421	0.011874578695294246	0.03058825138008845
cell_41426	0.012692235252838087	0.024600144262636944
cell_41439	0.01340472562135129	0.010778660806111505
cell_41457	0.011617145137737834	0.02723574760051142
cell_41755	0.0015687688925532985	0.0003573406373811765
cell_41802	0.009414321339787809	0.00315407168882591
cell_41814	0.014507045138578565	0.01139222603291175
cell_41865	0.013063855749275476	0.007023639427101328
cell_41941	0.00446055614514055	0.015531680896382481
cell_42018	0.0012702909030650868	0.00022497329810806534
cell_42134	0.008696015779587746	0.003105833477136228
cell_42136	0.012210330385772598	0.020360028057666575
cell_42153	0.009881235496891	0.004272948663286833
cell_42182	0.004073726344157437	0.004866708662638994
cell_42207	0.015030035867267155	0.007825147977381357
cell_42249	0.009221829864303787	0.02850539337046084
cell_42277	0.0012339475409417992	0.00021945159262225957
cell_42303	0.007317015496093984	0.0023388931508113585
cell_42361	0.002175574643031145	0.0003287020804478108
cell_42404	0.0014091341850992845	0.0002665591151023732
cell_42436	0.0018560401413914612	0.0003310607367496334
cell_42480	0.006877685960566712	0.002197020530052712
cell_42529	0.0008814064685874847	0.0001467484777043413
cell_42534	0.001522099759120112	0.00021818112969742
cell_42575	0.00850840723142092	0.04257441088547466
cell_42577	0.014380571064432534	0.0102658903375035
cell_42625	0.0013086463706999626	0.0001924895790740187
cell_42914	0.0016581989910720806	0.0003109448514406933
cell_42934	0.01422666364270035	0.01984987918442812
cell_42967	0.01322486518130426	0.014255109470385236
cell_42998	0.0017507465726432961	0.00043602553125399895
cell_43048	0.017725612944822944	0.016264270962389055
cell_43102	0.010679254577646442	0.004069758993271264
cell_43364	0.014550103282761205	0.021489445693162582
cell_43395	0.013015823688490606	0.0226143885491522
cell_43446	0.0015347007907963587	0.00027277411155685093
cell_5471	0.005422217864997835	0.009321743896280871
cell_5474	0.005923708312840524	0.00027970549328654696
cell_5475	0.007353029384250434	0.002388643869600482
cell_5477	0.0065389935915482955	0.002726621022007291
cell_5480	0.002979344296257823	0.013182530612893106
cell_5492	0.0013447144868885378	8.415451238352728e-05
cell_5502	8.356030426649775e-05	0.036129657734976346
cell_5507	0.005367337621107102	0.001636960432111712
cell_5522	0.0005487031150861703	0.00011400181922071688
cell_5541	0.0007159160948795176	7.96558616148358e-05
cell_5552	0.006279182642247271	0.003943167415217909
cell_5559	0.0060127557321582635	0.007282828631030961
cell_5568	0.006983575069097532	0.0005086068833555151
cell_5586	0.0006918981312900222	0.00012401560849857162
cell_5590	0.0043479259520259874	0.00041466938007873763
cell_5601	0.0006718802792176378	4.5127626536987036e-05
cell_5606	0.00329186489529658	0.00040354973307845076
cell_5621	0.0008021434214394358	0.0002042744297779253
