id	day
cell_26961	7.75
cell_26989	7.75
cell_26997	7.75
cell_27029	7.75
cell_27050	7.75
cell_27139	7.75
cell_27183	7.75
cell_27185	7.75
cell_27190	7.75
cell_27217	7.75
cell_27233	7.75
cell_27253	7.75
cell_27263	7.75
cell_27299	7.75
cell_27361	7.75
cell_27366	7.75
cell_27382	7.75
cell_27385	7.75
cell_27477	7.75
cell_27482	7.75
cell_27485	7.75
cell_27555	7.75
cell_27567	7.75
cell_27616	7.75
cell_27647	7.75
cell_27662	7.75
cell_27682	7.75
cell_27690	7.75
cell_27712	7.0
cell_27719	7.0
cell_27759	7.0
cell_27765	7.0
cell_27767	7.0
cell_27853	7.0
cell_27885	7.0
cell_27915	7.0
cell_27924	7.0
cell_27931	7.0
cell_27946	7.0
cell_27966	7.0
cell_27981	7.0
cell_27992	7.0
cell_28002	7.0
cell_28010	7.0
cell_28030	7.0
cell_28031	7.0
cell_28042	7.0
cell_28054	7.0
cell_28076	7.0
cell_28090	7.0
cell_28112	7.0
cell_28126	7.0
cell_28134	7.0
cell_28171	7.0
cell_28176	7.0
cell_28201	7.0
cell_28232	7.0
cell_28244	7.0
cell_28246	7.0
cell_28262	7.0
cell_28268	7.0
cell_28270	7.0
cell_28323	7.0
cell_28374	7.0
cell_28389	7.0
cell_28429	7.0
cell_28449	7.0
cell_28453	7.0
cell_28481	7.0
cell_28487	7.0
cell_28522	7.0
cell_28524	7.0
cell_28532	7.0
cell_28545	7.0
cell_28561	7.0
cell_28580	7.0
cell_28630	7.0
cell_28654	7.0
cell_28665	7.0
cell_28782	7.0
cell_28788	7.0
cell_28789	7.0
cell_28838	7.0
cell_28861	7.0
cell_28862	7.0
cell_28874	7.0
cell_28881	7.0
cell_28882	7.0
cell_28909	7.0
cell_28919	7.0
cell_28926	7.0
cell_28982	7.0
cell_28993	7.0
cell_29074	7.0
cell_29082	7.0
cell_29090	7.0
cell_29104	7.0
cell_29118	7.0
cell_29143	7.0
cell_29147	7.0
cell_29160	7.0
cell_29176	7.0
cell_29200	7.0
cell_29239	7.0
cell_29256	7.0
cell_29285	7.0
cell_29298	7.0
cell_29300	7.0
cell_29326	7.0
cell_29327	7.0
cell_29331	7.0
cell_29367	7.0
cell_29387	7.0
cell_29392	7.0
cell_29412	7.0
cell_29454	7.0
cell_29463	7.0
cell_29466	7.0
cell_29475	7.0
cell_29487	7.0
cell_29492	7.0
cell_29493	7.0
cell_29523	7.0
cell_29539	7.0
cell_29550	7.0
cell_29583	7.0
cell_29585	7.0
cell_29587	7.0
cell_29602	7.0
cell_29626	7.0
cell_29630	7.0
cell_29652	7.0
cell_29695	7.0
cell_29710	7.0
cell_29731	7.0
cell_29732	7.0
cell_29741	7.0
cell_29744	7.0
cell_29772	7.0
cell_29831	7.0
cell_29933	7.0
cell_29934	7.0
cell_29961	7.0
cell_29973	7.0
cell_29978	7.0
cell_29981	7.0
cell_29983	7.0
cell_29991	7.0
cell_30014	7.0
cell_30015	7.0
cell_30019	7.0
cell_30031	7.0
cell_30033	7.0
cell_30062	7.0
cell_30068	7.0
cell_30080	7.0
cell_30084	7.0
cell_30091	7.0
cell_30118	7.0
cell_30123	7.0
cell_30154	7.0
cell_30160	7.0
cell_30207	7.0
cell_30231	7.0
cell_30271	7.0
cell_30304	7.0
cell_30359	7.0
cell_30366	7.0
cell_30370	7.0
cell_30373	7.0
cell_30375	7.0
cell_30382	7.0
cell_30404	7.0
cell_30405	7.0
cell_30453	7.0
cell_30462	7.0
cell_30492	7.0
cell_30496	7.0
cell_30518	7.0
cell_30551	7.0
cell_30595	7.0
cell_30612	7.0
cell_30614	7.0
cell_30649	8.0
cell_30660	8.0
cell_30674	8.0
cell_30757	8.0
cell_30780	8.0
cell_30789	8.0
cell_30798	8.0
cell_30851	8.0
cell_30886	8.0
cell_30911	8.0
cell_30955	8.0
cell_31019	8.0
cell_31077	8.0
cell_31094	8.0
cell_31120	8.0
cell_31207	8.0
cell_31236	8.0
cell_31252	8.0
cell_31270	8.0
cell_31278	8.0
cell_31338	8.0
cell_31413	8.0
cell_31427	8.0
cell_31503	8.0
cell_31518	8.0
cell_31622	8.0
cell_31680	8.0
cell_31738	8.0
cell_31755	8.0
cell_31780	8.0
cell_31782	8.0
cell_31849	8.0
cell_31887	8.0
cell_31936	8.0
cell_31941	8.0
cell_32013	8.0
cell_32031	8.0
cell_32038	8.0
cell_32092	8.0
cell_32114	8.0
cell_32154	8.0
cell_32243	8.0
cell_32286	8.0
cell_32334	8.0
cell_32348	8.0
cell_32359	8.0
cell_32380	8.0
cell_32385	8.0
cell_32420	8.0
cell_32463	8.0
cell_32470	8.0
cell_32487	8.0
cell_32489	8.0
cell_32498	8.0
cell_32556	8.0
cell_32601	8.0
cell_32615	8.0
cell_32626	8.0
cell_32645	8.0
cell_32664	8.0
cell_32713	8.0
cell_32728	8.0
cell_32756	8.0
cell_32798	8.0
cell_32814	8.0
cell_32843	8.0
cell_32849	8.0
cell_32850	8.0
cell_32927	8.0
cell_32934	8.0
cell_32940	8.0
cell_33009	8.0
cell_33028	8.0
cell_33059	8.0
cell_33096	8.0
cell_33122	8.0
cell_33144	8.0
cell_33173	8.0
cell_33177	8.0
cell_33202	8.0
cell_33216	8.0
cell_33237	8.0
cell_33342	8.0
cell_33407	8.0
cell_33425	8.0
cell_33458	8.0
cell_33467	8.0
cell_33474	8.0
cell_33486	8.0
cell_33499	8.0
cell_33507	8.0
cell_33522	8.0
cell_33536	8.0
cell_33543	8.0
cell_33549	8.0
cell_33645	8.0
cell_33647	8.0
cell_33656	8.0
cell_33666	8.0
cell_33710	8.0
cell_33739	8.0
cell_33755	8.0
cell_33855	8.0
cell_33889	8.0
cell_33933	8.0
cell_33951	8.0
cell_33996	8.0
cell_34015	8.0
cell_34018	8.0
cell_34096	8.0
cell_34143	8.0
cell_34193	8.0
cell_34207	8.0
cell_34241	8.0
cell_34345	8.0
cell_34363	8.0
cell_34407	8.0
cell_34408	8.0
cell_34410	8.0
cell_34417	8.0
cell_34423	8.0
cell_34434	8.0
cell_34439	8.0
cell_34470	8.0
cell_34499	8.0
cell_34524	8.0
cell_34540	8.0
cell_34560	8.0
cell_34581	8.0
cell_34643	8.0
cell_34673	8.0
cell_34780	8.0
cell_34783	8.0
cell_34796	8.0
cell_34805	8.0
cell_34814	8.0
cell_34852	8.0
cell_34874	8.0
cell_34883	8.0
cell_34893	8.0
cell_34969	8.0
cell_34994	8.0
cell_35021	8.0
cell_35025	8.0
cell_35032	8.0
cell_35033	8.0
cell_35071	8.0
cell_35106	8.0
cell_35158	8.0
cell_35263	8.0
cell_35490	8.0
cell_35582	8.0
cell_35686	8.0
cell_35715	8.0
cell_35797	8.0
cell_35822	8.0
cell_35864	8.0
cell_35865	8.0
cell_35921	8.0
cell_35928	8.0
cell_35959	8.0
cell_35973	8.0
cell_36011	8.0
cell_36016	8.0
cell_36049	8.0
cell_36108	8.0
cell_36130	8.0
cell_36146	8.0
cell_36271	8.0
cell_36340	8.0
cell_36341	8.0
cell_36344	8.0
cell_36513	8.0
cell_36525	8.0
cell_36543	8.0
cell_36549	8.0
cell_36592	8.0
cell_36752	8.0
cell_36755	8.0
cell_36819	8.0
cell_36822	8.0
cell_36871	8.5
cell_36874	8.5
cell_36893	8.5
cell_36894	8.5
cell_36924	8.5
cell_36980	8.5
cell_37011	8.5
cell_37027	8.5
cell_37057	8.5
cell_37061	8.5
cell_37064	8.5
cell_37096	8.5
cell_37115	8.5
cell_37138	8.5
cell_37159	8.5
cell_37169	8.5
cell_37186	8.5
cell_37211	8.5
cell_37218	8.5
cell_37330	8.5
cell_37355	8.5
cell_37380	8.5
cell_37385	8.5
cell_37454	8.5
cell_37463	8.5
cell_37484	8.5
cell_37502	8.5
cell_37543	8.5
cell_37547	8.5
cell_37589	8.5
cell_37606	8.5
cell_37624	8.5
cell_37633	8.5
cell_37687	8.5
cell_37694	8.5
cell_37754	8.5
cell_37865	8.5
cell_37866	8.5
cell_37869	8.5
cell_37890	8.5
cell_37904	8.5
cell_37934	8.5
cell_37994	8.5
cell_37995	8.5
cell_38030	8.5
cell_38071	8.5
cell_38074	8.5
cell_38083	8.5
cell_38158	8.5
cell_38170	8.5
cell_38181	8.5
cell_38205	8.5
cell_38210	8.5
cell_38277	8.5
cell_38288	8.5
cell_38293	8.5
cell_38349	8.5
cell_38366	8.5
cell_38375	8.5
cell_38435	8.5
cell_38436	8.5
cell_38438	8.5
cell_38450	8.5
cell_38460	8.5
cell_38466	8.5
cell_38480	8.5
cell_38484	8.5
cell_38498	8.5
cell_38542	8.5
cell_38551	8.5
cell_38557	8.5
cell_38566	8.5
cell_38569	8.5
cell_38577	8.5
cell_38615	8.5
cell_38620	8.5
cell_38624	8.5
cell_38627	8.5
cell_38688	8.5
cell_38735	8.5
cell_38760	8.5
cell_38763	8.5
cell_38778	8.5
cell_38900	8.5
cell_38910	8.5
cell_38922	8.5
cell_38934	8.5
cell_39019	8.5
cell_39051	8.5
cell_39062	8.5
cell_39082	8.5
cell_39116	8.5
cell_39143	8.5
cell_39173	8.5
cell_39192	8.5
cell_39225	8.5
cell_39271	8.5
cell_39290	8.5
cell_39315	8.5
cell_39321	8.5
cell_39323	8.5
cell_39354	8.5
cell_39415	8.5
cell_39417	8.5
cell_39427	8.5
cell_39433	8.5
cell_39438	8.5
cell_39469	8.5
cell_39473	8.5
cell_39477	8.5
cell_39485	8.5
cell_39541	8.5
cell_39555	8.5
cell_39565	8.5
cell_39569	8.5
cell_39588	8.5
cell_39653	8.5
cell_39662	8.5
cell_39671	8.5
cell_39721	8.5
cell_39759	8.5
cell_39772	8.5
cell_39814	8.5
cell_39853	8.5
cell_39860	8.5
cell_39909	8.5
cell_39920	8.5
cell_39926	8.5
cell_39959	8.5
cell_40015	8.5
cell_40029	8.5
cell_40035	8.5
cell_40064	8.5
cell_40084	8.5
cell_40113	8.5
cell_40191	8.5
cell_40228	8.5
cell_40240	8.5
cell_40261	8.5
cell_40262	8.5
cell_40264	8.5
cell_40309	8.5
cell_40383	8.5
cell_40395	8.5
cell_40435	8.5
cell_40484	8.5
cell_40493	8.5
cell_40519	8.5
cell_40561	8.5
cell_40577	8.5
cell_40611	8.5
cell_40640	8.5
cell_40661	8.5
cell_40670	8.5
cell_40675	8.5
cell_40676	8.5
cell_40747	8.5
cell_40886	8.5
cell_40922	8.5
cell_40929	8.5
cell_40948	8.5
cell_40963	8.5
cell_40972	8.5
cell_40992	8.5
cell_40995	8.5
cell_41046	8.5
cell_41078	8.5
cell_41098	8.5
cell_41123	8.5
cell_41128	8.5
cell_41205	8.5
cell_41206	8.5
cell_41230	8.5
cell_41299	8.5
cell_41308	8.5
cell_41314	8.5
cell_41330	8.5
cell_41421	6.5
cell_41426	6.5
cell_41439	6.5
cell_41457	6.5
cell_41755	6.5
cell_41802	6.5
cell_41814	6.5
cell_41865	6.5
cell_41941	6.5
cell_42018	6.5
cell_42134	6.5
cell_42136	6.5
cell_42153	6.5
cell_42182	6.5
cell_42207	6.5
cell_42249	6.5
cell_42277	6.5
cell_42303	6.5
cell_42361	6.5
cell_42404	6.5
cell_42436	6.5
cell_42480	6.5
cell_42529	6.5
cell_42534	6.5
cell_42575	6.5
cell_42577	6.5
cell_42625	6.5
cell_42914	6.5
cell_42934	6.5
cell_42967	6.5
cell_42998	6.5
cell_43048	6.5
cell_43102	6.5
cell_43364	6.5
cell_43395	6.5
cell_43446	6.5
cell_43483	7.5
cell_43488	7.5
cell_43506	7.5
cell_43522	7.5
cell_43526	7.5
cell_43535	7.5
cell_43647	7.5
cell_43661	7.5
cell_43663	7.5
cell_43692	7.5
cell_43704	7.5
cell_43720	7.5
cell_43734	7.5
cell_43745	7.5
cell_43804	7.5
cell_43809	7.5
cell_43854	7.5
cell_43887	7.5
cell_43895	7.5
cell_43899	7.5
cell_43901	7.5
cell_43909	7.5
cell_43918	7.5
cell_43929	7.5
cell_43950	7.5
cell_43955	7.5
cell_43961	7.5
cell_43968	7.5
cell_43984	7.5
cell_43986	7.5
cell_43987	7.5
cell_43990	7.5
cell_44042	7.5
cell_44057	7.5
cell_44083	7.5
cell_44115	7.5
cell_44148	7.5
cell_44152	7.5
cell_44207	7.5
cell_44221	7.5
cell_44265	7.5
cell_44293	7.5
cell_44297	7.5
cell_44317	7.5
cell_44357	7.5
cell_44362	7.5
cell_44368	7.5
cell_44389	7.5
cell_44396	7.5
cell_44444	7.5
cell_44446	7.5
cell_44451	7.5
cell_44471	7.5
cell_44474	7.5
cell_44482	7.5
cell_44516	7.5
cell_44527	7.5
cell_44534	7.5
cell_44538	7.5
cell_44549	7.5
cell_44588	7.5
cell_44599	7.5
cell_44606	7.5
cell_44625	7.5
cell_44629	7.5
cell_44647	7.5
cell_44662	7.5
cell_44663	7.5
cell_44671	7.5
cell_44672	7.5
cell_44700	7.5
cell_44711	7.5
cell_44713	7.5
cell_44726	7.5
cell_44789	7.5
cell_44840	7.5
cell_44850	7.5
cell_44868	7.5
cell_44873	7.5
cell_44875	7.5
cell_44889	7.5
cell_44924	7.5
cell_44926	7.5
cell_44954	7.5
cell_45011	7.5
cell_45043	7.5
cell_45051	7.5
cell_45060	7.5
cell_45074	7.5
cell_45078	7.5
cell_45136	7.5
cell_45179	7.5
cell_45198	7.5
cell_45201	7.5
cell_45203	7.5
cell_45208	7.5
cell_45223	7.5
cell_45238	7.5
cell_45239	7.5
cell_45273	7.5
cell_45303	7.5
cell_45335	7.5
cell_45355	7.5
cell_45357	7.5
cell_45361	7.5
cell_45387	7.5
cell_45392	7.5
cell_45421	7.5
cell_45522	7.5
cell_45609	7.5
cell_45615	7.5
cell_45619	7.5
cell_45660	7.5
cell_45663	7.5
cell_45667	7.5
cell_45671	7.5
cell_45790	7.5
cell_45847	7.5
cell_45874	7.5
cell_45877	7.5
cell_46004	7.5
cell_46008	7.5
cell_46026	7.5
cell_46038	7.5
cell_46061	7.5
cell_46071	7.5
cell_46096	7.5
cell_46098	7.5
cell_46130	7.5
cell_46156	7.5
cell_46162	7.5
cell_46172	7.5
cell_46174	7.5
cell_46176	7.5
cell_46179	7.5
cell_46226	7.5
cell_46237	7.5
cell_46293	7.5
cell_46342	7.5
cell_46346	7.5
cell_46355	7.5
cell_46359	7.5
cell_46420	7.5
cell_46466	7.5
cell_46470	7.5
cell_46520	7.5
cell_46534	7.5
cell_46558	7.5
cell_46560	7.5
cell_46576	7.5
cell_46581	7.5
cell_46585	7.5
cell_46587	7.5
cell_46600	7.5
cell_46693	7.5
cell_46704	7.5
cell_46706	7.5
cell_46728	7.5
cell_46730	7.5
cell_46760	7.5
cell_46779	7.5
cell_46781	7.5
cell_46789	7.5
cell_46814	7.5
cell_46852	7.5
cell_46870	7.5
cell_46871	7.5
cell_46961	7.5
cell_46968	7.5
cell_47004	7.5
cell_47018	7.5
cell_47040	7.5
cell_47066	7.5
cell_47076	7.5
cell_47097	7.5
cell_47099	7.5
cell_47135	7.5
cell_47137	7.5
cell_47142	7.5
cell_47157	7.5
cell_47178	7.5
cell_47221	7.5
cell_47234	7.5
cell_47250	7.5
cell_47261	7.5
cell_47271	7.5
cell_47286	7.5
cell_47291	7.5
cell_47298	7.5
cell_47309	7.5
cell_47314	7.5
cell_47321	7.5
cell_47358	7.5
cell_47360	7.5
cell_47371	7.5
cell_47407	7.5
cell_47421	7.5
cell_47435	7.5
cell_47446	7.5
cell_47472	7.5
cell_47532	7.5
cell_47556	7.5
cell_47563	7.5
cell_47584	7.5
cell_47591	7.5
cell_47631	7.5
cell_47645	7.5
cell_47672	7.5
cell_47677	7.5
cell_47681	7.5
cell_47737	7.5
cell_47752	7.5
cell_47754	7.5
cell_47759	7.5
cell_47765	7.5
cell_47769	7.5
cell_47783	7.5
cell_47819	7.5
cell_47833	7.5
cell_47834	7.5
cell_47868	7.5
cell_47906	7.5
cell_47962	7.5
cell_47970	7.5
cell_47971	7.5
cell_47980	7.5
cell_47994	7.5
cell_47996	7.5
cell_47997	7.5
cell_48049	7.5
cell_48085	7.5
cell_48112	7.5
cell_48126	7.5
cell_48175	7.5
cell_48204	7.5
cell_48206	7.5
cell_48228	7.5
cell_48269	7.5
cell_48284	7.5
cell_48288	7.5
cell_48313	7.5
cell_48318	7.5
cell_48340	7.5
cell_48371	7.5
cell_48372	7.5
cell_48373	7.5
cell_48381	7.5
cell_48393	7.5
cell_48407	7.5
cell_48408	7.5
cell_48416	7.5
cell_48425	7.5
cell_48427	7.5
cell_48434	7.5
cell_48441	7.5
cell_48494	7.5
cell_48501	7.5
cell_48539	7.5
cell_48571	7.5
cell_48598	7.5
cell_48602	7.5
cell_48636	7.5
cell_48667	7.5
cell_48670	7.5
cell_48685	7.5
cell_48693	7.5
cell_48705	7.5
cell_48710	7.5
cell_48734	7.5
cell_48742	7.5
cell_48764	7.5
cell_48767	7.5
cell_48810	7.5
cell_48812	7.5
cell_48822	7.5
cell_48830	7.5
cell_48831	7.5
cell_48842	7.5
cell_48846	7.5
cell_48865	7.5
cell_48880	7.5
cell_48894	7.5
cell_48899	7.5
cell_48903	7.5
cell_48909	7.5
cell_48914	7.5
cell_48925	7.5
cell_48933	7.5
cell_48952	7.5
cell_48964	7.5
cell_48976	7.5
cell_48979	7.5
cell_48997	7.5
cell_49008	7.5
cell_49015	7.5
cell_49029	7.5
cell_49040	7.5
cell_49052	7.5
cell_49085	7.5
cell_49117	7.5
cell_49166	7.5
cell_49176	7.5
cell_49256	7.5
cell_49260	7.5
cell_49266	7.5
cell_49278	7.5
cell_49280	7.5
cell_49282	7.5
cell_49295	7.5
cell_49316	7.5
cell_49326	7.5
cell_49364	7.5
cell_49374	7.5
cell_49377	7.5
cell_49416	7.5
cell_49424	7.5
cell_49456	7.5
cell_49479	7.5
cell_49513	7.5
cell_49574	7.5
cell_49577	7.5
cell_49581	7.5
cell_49612	7.5
cell_49667	7.5
cell_49669	7.5
cell_49671	7.5
cell_49677	7.5
cell_49684	7.5
cell_49739	7.5
cell_49843	7.5
cell_49862	7.5
cell_49870	7.5
cell_49915	7.5
cell_49918	7.5
cell_49922	7.5
cell_49931	7.5
cell_49982	7.5
cell_50134	7.5
cell_50143	7.5
cell_50151	7.5
cell_50159	7.5
cell_50224	7.5
cell_50243	7.5
cell_50308	7.5
cell_50329	7.5
cell_50347	7.5
cell_50355	7.5
cell_50371	7.5
cell_50382	7.5
cell_50410	7.5
cell_50411	7.5
cell_50422	7.5
cell_50427	7.5
cell_50438	7.5
cell_50441	7.5
cell_50455	7.5
cell_50469	7.5
cell_50500	7.5
cell_50502	7.5
cell_50526	7.5
cell_50569	7.5
cell_50577	7.5
cell_50616	7.5
cell_50650	7.5
cell_50654	7.5
cell_50680	7.5
cell_50698	7.5
cell_50706	7.5
cell_50725	7.5
cell_50730	7.5
cell_50739	7.5
cell_50772	7.5
cell_50830	7.5
cell_50851	7.5
cell_50870	7.5
cell_50896	7.5
cell_50901	7.5
cell_50925	7.5
cell_50939	7.5
cell_50940	7.5
cell_50956	7.5
cell_50989	7.5
cell_51004	7.5
cell_51008	7.5
cell_51023	7.5
cell_51024	7.5
cell_51047	7.5
cell_51114	7.5
cell_51117	7.5
cell_51126	7.5
cell_51149	7.5
cell_51154	7.5
cell_51156	7.5
cell_51180	7.5
cell_51189	7.5
cell_51244	7.5
cell_51271	7.5
cell_51336	7.5
cell_51356	7.5
cell_51420	7.5
cell_51516	7.5
cell_51521	7.5
cell_51537	7.5
cell_51539	7.5
cell_51563	7.5
cell_51571	7.5
cell_51587	7.5
cell_51590	7.5
cell_51595	7.5
cell_51603	7.5
cell_51606	7.5
cell_51630	7.5
cell_51641	7.5
cell_51663	7.5
cell_51686	7.5
cell_51704	7.5
cell_51729	7.5
cell_51735	7.5
cell_51751	7.5
cell_51762	7.5
cell_51820	7.5
cell_51830	7.5
cell_51858	7.5
cell_51883	7.5
cell_51916	7.5
cell_51920	7.5
cell_51923	7.5
cell_51926	7.5
cell_52000	7.5
cell_52017	7.5
cell_52029	7.5
cell_52032	7.5
cell_52053	7.5
cell_52062	7.5
cell_52103	7.5
cell_52119	7.5
cell_52124	7.5
cell_52133	7.5
cell_52138	7.5
cell_52170	7.5
cell_52171	7.5
cell_52185	7.5
cell_52206	7.5
cell_52221	7.5
cell_52244	7.5
cell_52259	7.5
cell_52275	7.5
cell_52325	7.5
cell_52327	7.5
cell_52372	7.5
cell_52381	7.5
cell_52392	7.5
cell_52410	7.5
cell_52437	7.5
cell_52440	7.5
cell_61796	7.25
cell_61846	7.25
cell_61849	7.25
cell_61856	7.25
cell_61887	7.25
cell_61920	7.25
cell_61935	7.25
cell_61937	7.25
cell_61943	7.25
cell_61969	7.25
cell_61970	7.25
cell_62000	7.25
cell_62010	7.25
cell_62015	7.25
cell_62016	7.25
cell_62025	7.25
cell_62037	7.25
cell_62047	7.25
cell_62049	7.25
cell_62089	7.25
cell_62098	7.25
cell_62153	7.25
cell_62164	7.25
cell_62168	7.25
cell_62169	7.25
cell_62195	7.25
cell_62209	7.25
cell_62212	7.25
cell_62219	7.25
cell_62229	7.25
cell_62262	7.25
cell_62279	7.25
cell_62285	7.25
cell_62288	7.25
cell_62299	7.25
cell_62312	7.25
cell_62334	7.25
cell_62336	7.25
cell_62358	7.25
cell_62361	7.25
cell_62383	7.25
cell_62397	7.25
cell_62425	7.25
cell_62450	7.25
cell_62500	7.25
cell_62520	7.25
cell_62531	7.25
cell_62542	7.25
cell_62556	7.25
cell_62574	7.25
cell_62632	7.25
cell_62657	7.25
cell_62658	7.25
cell_62691	7.25
cell_62716	7.25
cell_62758	7.25
cell_62759	7.25
cell_62790	7.25
cell_62829	7.25
cell_62858	7.25
cell_62880	7.25
cell_62914	7.25
cell_62921	7.25
cell_62940	7.25
cell_62952	7.25
cell_62958	7.25
cell_62961	7.25
cell_62971	7.25
cell_62991	7.25
cell_63035	7.25
cell_63045	7.25
cell_63048	7.25
cell_63052	7.25
cell_63069	7.25
cell_63099	7.25
cell_63148	7.25
cell_63151	7.25
cell_63155	7.25
cell_63184	7.25
cell_63190	7.25
cell_63205	7.25
cell_63206	7.25
cell_63213	7.25
cell_63241	8.25
cell_63429	8.25
cell_63470	8.25
cell_63520	8.25
cell_63532	8.25
cell_63537	8.25
cell_63562	8.25
cell_63567	8.25
cell_63596	8.25
cell_63658	8.25
cell_63790	8.25
cell_63926	8.25
cell_63949	8.25
cell_63977	8.25
cell_63990	8.25
cell_63995	8.25
cell_64015	8.25
cell_64061	8.25
cell_64107	8.25
cell_64166	8.25
cell_64176	8.25
cell_64189	8.25
cell_64211	8.25
cell_64274	8.25
cell_64283	8.25
cell_64316	8.25
cell_64323	8.25
cell_64387	8.25
cell_64528	8.25
cell_64570	8.25
cell_64604	8.25
cell_64625	8.25
cell_64648	8.25
cell_64678	8.25
cell_64706	8.25
cell_64748	8.25
cell_64765	8.25
cell_64851	8.25
cell_64854	8.25
cell_64972	8.25
cell_65010	8.25
cell_65080	8.25
cell_65082	8.25
cell_65099	8.25
cell_65114	8.25
cell_65118	8.25
cell_65189	8.25
cell_65334	8.25
cell_65361	8.25
cell_65382	8.25
cell_65407	8.25
cell_65437	8.25
cell_65452	8.25
cell_65500	8.25
cell_65507	8.25
cell_65621	8.25
cell_65629	8.25
cell_65904	8.25
cell_65933	8.25
cell_65988	8.25
cell_66044	8.25
cell_66045	8.25
cell_66103	8.25
cell_66108	8.25
cell_66180	8.25
cell_66229	8.25
cell_66237	8.25
cell_66276	8.25
cell_66343	8.25
cell_66344	8.25
cell_66348	8.25
cell_66402	8.25
cell_66453	8.25
cell_66456	8.25
cell_66490	8.25
cell_66511	8.25
cell_66609	8.25
cell_66612	8.25
cell_66652	8.25
cell_66663	8.25
cell_66664	8.25
cell_66698	8.25
cell_66702	8.25
cell_66797	8.25
cell_66814	8.25
cell_66868	8.25
cell_66900	8.25
cell_66999	8.25
cell_67098	8.25
cell_67136	8.25
cell_67153	8.25
cell_67160	8.25
cell_67201	8.25
cell_67245	8.25
cell_67280	8.25
cell_67315	8.25
cell_67366	8.25
cell_67370	8.25
cell_67403	8.25
cell_67418	8.25
cell_67433	8.25
cell_67582	8.25
cell_67727	8.25
cell_67741	8.25
cell_67771	8.25
cell_67785	8.25
cell_67814	8.25
cell_67888	8.25
cell_67896	8.25
cell_68018	8.25
cell_68019	8.25
cell_68044	8.25
cell_68046	8.25
cell_68051	8.25
cell_68095	8.25
cell_68123	8.25
cell_68142	8.25
cell_68158	8.25
cell_68191	8.25
cell_68215	8.25
cell_68224	8.25
cell_68403	8.25
cell_68436	8.25
cell_68445	8.25
cell_68566	8.25
cell_68567	8.25
cell_68668	8.25
cell_68754	8.25
cell_68843	8.25
cell_68867	8.25
cell_68933	8.25
cell_68966	8.25
cell_68975	8.25
cell_69048	8.25
cell_69070	8.25
cell_69083	8.25
cell_69084	8.25
cell_69215	8.25
cell_69335	8.25
cell_69381	8.25
cell_69389	8.25
cell_69399	8.25
cell_69498	8.25
cell_69504	8.25
cell_69552	8.25
cell_69572	8.25
cell_69580	8.25
cell_69592	8.25
cell_69615	8.25
cell_69624	8.25
cell_69686	8.25
cell_69770	8.25
cell_69787	8.25
cell_69793	8.25
cell_69798	8.25
cell_69803	8.25
cell_69919	8.25
cell_69960	8.25
cell_69986	8.25
cell_69995	8.25
cell_70065	8.25
cell_70069	8.25
cell_70300	8.25
cell_70322	8.25
cell_70400	8.25
cell_70429	8.25
cell_70528	8.25
cell_70609	8.25
cell_70614	8.25
cell_70694	8.25
cell_70718	8.25
cell_70727	8.25
cell_70783	8.25
cell_70917	8.25
cell_70923	8.25
cell_70936	8.25
cell_70963	8.25
cell_71024	8.25
cell_71177	8.25
cell_71238	8.25
cell_71267	8.25
cell_71296	8.25
cell_71306	8.25
cell_71355	8.25
cell_71509	8.25
cell_71551	8.25
cell_71572	8.25
cell_71598	8.25
cell_71632	8.25
cell_71680	8.25
cell_71697	8.25
cell_71755	8.25
cell_71834	8.25
cell_71840	8.25
cell_71931	8.25
cell_71973	8.25
cell_72026	8.25
cell_72061	8.25
cell_72092	8.25
cell_72156	8.25
cell_72271	8.25
cell_72341	8.25
cell_72364	8.25
cell_72433	8.25
cell_72483	8.25
cell_72485	8.25
cell_72512	8.25
cell_72635	8.25
cell_72749	8.25
cell_72775	8.25
cell_72776	8.25
cell_72829	8.25
cell_72917	8.25
cell_72943	8.25
cell_73010	8.25
cell_73013	8.25
cell_73090	8.25
cell_73234	8.25
cell_73257	8.25
cell_73299	8.25
cell_73308	8.25
cell_73335	8.25
cell_73360	8.25
cell_73407	8.25
cell_73470	8.25
cell_73478	8.25
cell_73483	8.25
cell_73488	8.25
cell_73513	8.25
cell_73523	8.25
cell_73544	8.25
cell_73547	8.25
cell_73549	8.25
cell_73575	8.25
cell_73577	8.25
cell_73612	8.25
cell_73675	8.25
cell_73746	8.25
cell_73845	8.25
cell_73878	8.25
cell_73880	8.25
cell_73928	8.25
cell_73995	8.25
cell_74011	8.25
cell_74032	8.25
cell_74043	8.25
cell_74060	8.25
cell_74084	8.25
cell_74133	8.25
cell_74152	8.25
cell_74165	8.25
cell_74180	8.25
cell_74240	8.25
cell_74300	8.25
cell_74315	8.25
cell_74329	8.25
cell_74338	8.25
cell_74415	8.25
cell_74488	8.25
cell_74523	8.25
cell_74573	8.25
cell_74577	8.25
cell_74662	8.25
cell_74728	8.25
cell_74760	8.25
cell_74803	8.25
cell_74862	8.25
cell_75050	8.25
cell_75051	8.25
cell_75055	8.25
cell_75116	8.25
cell_75194	8.25
cell_75219	8.25
cell_75236	8.25
cell_75237	8.25
cell_75297	8.25
cell_75428	8.25
cell_75500	8.25
cell_75513	8.25
cell_75552	8.25
cell_75575	8.25
cell_75582	8.25
cell_75631	8.25
cell_75664	8.25
