id	day
cell_7054	6.75
cell_7068	6.75
cell_7071	6.75
cell_7097	6.75
cell_7101	6.75
cell_7110	6.75
cell_7124	6.75
cell_7130	6.75
cell_7131	6.75
cell_7138	6.75
cell_7145	6.75
cell_7146	6.75
cell_7152	6.75
cell_7156	6.75
cell_7167	6.75
cell_7175	6.75
cell_7188	6.75
cell_7190	6.75
cell_7192	6.75
cell_7207	6.75
cell_7216	6.75
cell_7219	6.75
cell_7234	6.75
cell_7244	6.75
cell_7262	6.75
cell_7265	6.75
cell_7268	6.75
cell_7271	6.75
cell_7272	6.75
cell_7326	6.75
cell_7327	6.75
cell_7330	6.75
cell_7363	6.75
cell_7365	6.75
cell_7369	6.75
cell_7419	6.75
cell_7461	6.75
cell_7482	6.75
cell_7493	6.75
cell_7509	6.75
cell_7511	6.75
cell_7521	6.75
cell_7524	6.75
cell_7530	6.75
cell_7533	6.75
cell_7549	6.75
cell_7557	6.75
cell_7567	6.75
cell_7569	6.75
cell_7572	6.75
cell_7586	6.75
cell_7605	6.75
cell_7610	6.75
cell_7612	6.75
cell_7623	6.75
cell_7653	7.75
cell_7741	7.75
cell_7764	7.75
cell_7915	7.75
cell_7928	7.75
cell_7954	7.75
cell_7993	7.75
cell_8030	7.75
cell_8042	7.75
cell_8067	7.75
cell_8074	7.75
cell_8079	7.75
cell_8114	7.75
cell_8149	7.75
cell_8156	7.75
cell_8178	7.75
cell_8249	7.75
cell_8263	7.75
cell_8267	7.75
cell_8287	7.75
cell_8318	7.75
cell_8326	7.75
cell_8328	7.75
cell_8340	7.75
cell_8342	7.75
cell_8451	7.75
cell_8474	7.75
cell_8475	7.75
cell_8487	7.75
cell_8494	7.75
cell_8525	7.75
cell_8527	7.75
cell_8530	7.75
cell_8578	7.75
cell_8579	7.75
cell_8624	7.75
cell_8648	7.75
cell_8662	7.75
cell_8675	7.75
cell_8676	7.75
cell_8702	7.75
cell_8721	7.75
cell_8728	7.75
cell_8749	7.75
cell_8767	7.75
cell_8780	7.75
cell_8807	7.75
cell_8821	7.75
cell_8823	7.75
cell_8848	7.75
cell_8856	7.75
cell_8857	7.75
cell_8899	7.75
cell_8934	7.75
cell_8951	7.75
cell_8952	7.75
cell_8968	7.75
cell_8978	7.75
cell_9042	7.75
cell_9108	7.75
cell_9112	7.75
cell_9119	7.75
cell_9126	7.75
cell_9137	7.75
cell_9160	7.75
cell_9162	7.75
cell_9164	7.75
cell_9170	7.75
cell_9173	7.75
cell_9193	7.75
cell_9200	7.75
cell_9236	7.75
cell_9266	7.75
cell_9294	7.75
cell_9324	7.75
cell_9332	7.75
cell_9344	7.75
cell_9358	7.75
cell_9362	7.75
cell_9385	7.75
cell_9394	7.75
cell_9396	7.75
cell_9420	7.75
cell_9424	7.75
cell_9429	7.75
cell_9455	7.75
cell_9504	7.75
cell_9513	7.75
cell_9520	7.75
cell_9528	7.75
cell_9545	7.75
cell_9553	7.75
cell_9576	7.75
cell_9583	7.75
cell_9610	7.75
cell_9617	7.75
cell_9620	7.75
cell_9658	7.75
cell_9660	7.75
cell_9687	7.75
cell_9707	7.75
cell_9721	7.75
cell_9736	7.75
cell_9797	7.75
cell_9841	7.75
cell_9860	7.75
cell_9876	7.75
cell_9907	7.75
cell_9917	7.75
cell_9964	7.75
cell_10027	7.75
cell_10084	7.75
cell_10131	7.75
cell_10137	7.75
cell_10144	7.75
cell_10156	7.75
cell_10160	7.75
cell_10178	7.75
cell_10227	7.75
cell_10292	7.75
cell_10312	7.75
cell_10325	7.75
cell_10334	7.75
cell_10353	7.75
cell_10386	7.75
cell_10389	7.75
cell_10421	7.75
cell_10435	7.75
cell_10459	7.75
cell_10478	7.75
cell_10499	7.75
cell_10664	7.75
cell_10673	7.75
cell_10703	7.75
cell_10747	7.75
cell_10772	7.75
cell_10781	7.75
cell_10788	7.75
cell_10823	7.75
cell_10878	7.75
cell_10881	7.75
cell_10894	7.75
cell_10931	7.75
cell_10938	7.75
cell_10949	7.75
cell_10961	7.75
cell_11004	7.75
cell_11008	7.75
cell_11057	7.75
cell_11110	7.75
cell_11127	7.75
cell_11173	7.75
cell_11224	7.75
cell_11242	7.75
cell_11246	7.75
cell_11258	7.75
cell_11289	7.75
cell_11297	7.75
cell_11320	7.75
cell_11353	7.75
cell_11373	7.75
cell_11409	7.75
cell_11436	7.75
cell_11453	7.75
cell_11461	7.75
cell_11597	7.75
cell_11615	7.75
cell_11650	7.75
cell_11664	7.75
cell_11668	7.75
cell_11686	7.75
cell_11703	7.75
cell_11710	7.75
cell_11746	7.75
cell_11755	7.75
cell_11766	7.75
cell_11768	7.75
cell_11769	7.75
cell_11782	7.75
cell_11797	7.75
cell_11854	7.75
cell_11890	7.75
cell_11895	7.75
cell_11911	7.75
cell_11917	7.75
cell_11964	7.75
cell_11991	7.75
cell_12029	7.75
cell_12047	7.75
cell_12062	7.75
cell_12094	7.75
cell_12162	7.75
cell_12189	7.75
cell_12214	7.75
cell_12230	7.75
cell_12238	7.75
cell_12261	7.75
cell_12288	7.75
cell_12347	7.75
cell_12396	7.75
cell_12463	7.75
cell_12466	7.75
cell_12472	7.75
cell_12493	7.75
cell_12530	7.75
cell_12595	7.75
cell_12599	7.75
cell_12619	7.75
cell_12621	7.75
cell_12660	7.75
cell_12678	7.75
cell_12756	7.75
cell_12777	7.75
cell_12788	7.75
cell_12836	7.75
cell_12859	7.75
cell_12874	7.75
cell_12881	7.75
cell_12891	7.75
cell_12961	7.75
cell_12984	7.75
cell_13043	7.75
cell_13053	7.75
cell_13073	7.75
cell_13075	7.75
cell_13102	7.75
cell_13124	7.75
cell_13146	7.75
cell_13156	7.75
cell_13158	7.75
cell_13175	7.75
cell_13180	7.75
cell_13270	7.75
cell_13291	7.75
cell_13296	7.75
cell_13325	7.75
cell_13326	7.75
cell_13363	7.75
cell_13365	7.75
cell_13409	7.75
cell_13437	7.75
cell_13444	7.75
cell_13448	7.75
cell_13465	7.75
cell_13470	7.75
cell_13518	7.75
cell_13534	7.75
cell_13539	7.75
cell_13544	7.75
cell_13601	7.75
cell_13617	7.75
cell_13666	7.75
cell_13735	7.75
cell_13746	7.75
cell_13768	7.75
cell_13784	7.75
cell_13845	7.75
cell_13980	7.0
cell_13983	7.0
cell_13994	7.0
cell_14015	7.0
cell_14023	7.0
cell_14031	7.0
cell_14057	7.0
cell_14061	7.0
cell_14064	7.0
cell_14092	7.0
cell_14094	7.0
cell_14108	7.0
cell_14120	7.0
cell_14144	7.0
cell_14165	7.0
cell_14173	7.0
cell_14178	7.0
cell_14179	7.0
cell_14193	7.0
cell_14209	7.0
cell_14223	7.0
cell_14229	7.0
cell_14238	7.0
cell_14249	7.0
cell_14251	7.0
cell_14266	7.0
cell_14278	7.0
cell_14306	7.0
cell_14326	7.0
cell_14329	7.0
cell_14331	7.0
cell_14344	7.0
cell_14350	7.0
cell_14375	7.0
cell_14420	7.0
cell_14461	7.0
cell_14487	7.0
cell_14490	7.0
cell_14492	7.0
cell_14497	7.0
cell_14508	7.0
cell_14523	7.0
cell_14532	7.0
cell_14549	7.0
cell_14557	7.0
cell_14560	7.0
cell_14653	7.0
cell_14660	7.0
cell_14664	7.0
cell_14666	7.0
cell_14668	7.0
cell_14674	7.0
cell_14685	7.0
cell_14692	7.0
cell_14709	7.0
cell_14726	7.0
cell_14759	7.0
cell_14765	7.0
cell_14782	7.0
cell_14807	7.0
cell_14809	7.0
cell_14812	7.0
cell_14825	7.0
cell_14845	7.0
cell_14858	7.0
cell_14874	7.0
cell_14888	7.0
cell_14893	7.0
cell_14897	7.0
cell_14899	7.0
cell_14913	7.0
cell_14943	7.0
cell_14966	7.0
cell_15044	7.0
cell_15056	7.0
cell_15059	7.0
cell_15071	7.0
cell_15080	7.0
cell_15104	7.0
cell_15106	7.0
cell_15134	7.0
cell_15138	7.0
cell_15153	7.0
cell_15155	7.0
cell_15161	7.0
cell_15162	7.0
cell_15163	7.0
cell_15167	7.0
cell_15174	7.0
cell_15180	7.0
cell_15186	7.0
cell_15213	7.0
cell_15215	7.0
cell_15219	7.0
cell_15238	7.0
cell_15242	7.0
cell_15271	7.0
cell_15281	7.0
cell_15304	7.0
cell_15316	7.0
cell_15317	7.0
cell_15319	7.0
cell_15329	7.0
cell_15334	7.0
cell_15336	7.0
cell_15348	7.0
cell_15354	7.0
cell_15383	7.0
cell_15387	7.0
cell_15389	7.0
cell_15396	7.0
cell_15410	7.0
cell_15435	7.0
cell_15474	7.0
cell_15478	7.0
cell_15487	7.0
cell_15493	7.0
cell_15505	7.0
cell_15515	7.0
cell_15520	7.0
cell_15530	7.0
cell_15588	7.0
cell_15601	7.0
cell_15608	7.0
cell_15613	7.0
cell_15635	7.0
cell_15646	7.0
cell_15661	7.0
cell_15664	7.0
cell_15680	7.0
cell_15710	7.0
cell_15723	7.0
cell_15728	7.0
cell_15729	7.0
cell_15789	7.0
cell_15791	7.0
cell_15794	7.0
cell_15803	7.0
cell_15824	7.0
cell_15827	7.0
cell_15857	7.0
cell_15882	7.0
cell_15891	7.0
cell_15896	7.0
cell_15908	7.0
cell_15938	7.0
cell_15945	7.0
cell_15958	7.0
cell_15969	7.0
cell_15979	7.0
cell_15989	7.0
cell_16021	7.0
cell_16030	7.0
cell_16032	7.0
cell_16043	7.0
cell_16044	7.0
cell_16053	7.0
cell_16079	7.0
cell_16098	7.0
cell_16099	7.0
cell_16127	7.0
cell_16130	7.0
cell_16148	7.0
cell_16149	7.0
cell_16178	7.0
cell_16179	7.0
cell_16198	7.0
cell_16261	7.0
cell_16263	7.0
cell_16290	7.0
cell_16295	7.0
cell_16303	7.0
cell_16312	7.0
cell_16317	7.0
cell_16329	7.0
cell_16385	7.75
cell_16399	7.75
cell_16407	7.75
cell_16431	7.75
cell_16458	7.75
cell_16461	7.75
cell_16513	7.75
cell_16535	7.75
cell_16551	7.75
cell_16564	7.75
cell_16575	7.75
cell_16598	7.75
cell_16621	7.75
cell_16793	7.75
cell_16828	7.75
cell_16871	7.75
cell_16980	7.75
cell_16986	7.75
cell_17025	7.75
cell_17038	7.75
cell_17044	7.75
cell_17072	7.75
cell_17073	7.75
cell_17085	7.75
cell_17114	7.75
cell_17115	7.75
cell_17122	7.75
cell_17141	7.75
cell_17204	7.75
cell_17211	7.75
cell_17214	7.75
cell_17216	7.75
cell_17225	7.75
cell_17275	7.75
cell_17288	7.75
cell_17396	7.75
cell_17415	7.75
cell_17438	7.75
cell_17456	7.75
cell_17474	7.75
cell_17538	7.75
cell_17546	7.75
cell_17635	7.75
cell_17657	7.75
cell_17728	7.75
cell_17746	7.75
cell_17756	7.75
cell_17766	7.75
cell_17777	7.75
cell_17786	7.75
cell_17814	7.75
cell_17815	7.75
cell_17841	7.75
cell_17873	7.75
cell_17921	7.75
cell_17970	7.75
cell_18042	7.75
cell_18053	7.75
cell_18060	7.75
cell_18070	7.75
cell_18087	7.75
cell_18118	7.75
cell_18212	7.75
cell_18239	7.75
cell_18243	7.75
cell_18251	7.75
cell_18268	7.75
cell_18277	7.75
cell_18279	7.75
cell_18280	7.75
cell_18312	7.75
cell_18326	7.75
cell_18340	7.75
cell_18356	7.75
cell_18503	7.75
cell_18505	7.75
cell_18521	7.75
cell_18528	7.75
cell_18555	7.75
cell_18621	7.75
cell_18662	7.75
cell_18687	7.75
cell_18689	7.75
cell_18702	7.75
cell_18718	7.75
cell_18766	7.75
cell_18811	7.75
cell_18840	7.75
cell_18998	7.75
cell_19019	7.75
cell_19065	7.75
cell_19088	7.75
cell_19128	7.75
cell_19137	7.75
cell_19143	7.75
cell_19153	7.75
cell_19157	7.75
cell_19161	7.75
cell_19174	7.75
cell_19182	7.75
cell_19220	7.75
cell_19229	7.75
cell_19245	7.75
cell_19264	7.75
cell_19327	7.75
cell_19330	7.75
cell_19333	7.75
cell_19409	7.75
cell_19450	7.75
cell_19478	7.75
cell_19486	7.75
cell_19504	7.75
cell_19546	7.75
cell_19609	7.75
cell_19626	7.75
cell_19687	7.75
cell_19731	7.75
cell_19760	7.75
cell_19826	7.75
cell_19905	7.75
cell_19909	7.75
cell_19921	7.75
cell_19931	7.75
cell_19956	7.75
cell_19993	7.75
cell_20009	7.75
cell_20127	7.75
cell_20166	7.75
cell_20167	7.75
cell_20203	7.75
cell_20273	7.75
cell_20309	7.75
cell_20388	7.75
cell_20410	7.75
cell_20456	7.75
cell_20459	7.75
cell_20492	7.75
cell_20519	7.75
cell_20552	7.75
cell_20560	7.75
cell_20600	7.75
cell_20637	7.75
cell_20662	7.75
cell_20667	7.75
cell_20678	7.75
cell_20732	7.75
cell_20740	7.75
cell_20774	7.75
cell_20782	7.75
cell_20802	7.75
cell_20808	7.75
cell_20824	7.75
cell_20892	7.75
cell_20895	7.75
cell_20924	7.75
cell_20926	7.75
cell_20990	7.75
cell_21024	7.75
cell_21034	7.75
cell_21062	7.75
cell_21066	7.75
cell_21278	7.75
cell_21331	7.75
cell_21346	7.75
cell_21438	7.75
cell_21439	7.75
cell_21445	7.75
cell_21460	7.75
cell_21466	7.75
cell_21481	7.75
cell_21547	7.75
cell_21549	7.75
cell_21559	7.75
cell_21625	7.75
cell_21695	7.75
cell_21717	7.75
cell_21727	7.75
cell_21731	7.75
cell_21774	7.75
cell_21779	7.75
cell_21804	7.75
cell_21822	7.75
cell_21835	7.75
cell_21841	7.75
cell_21843	7.75
cell_21874	7.75
cell_21894	7.75
cell_21902	7.75
cell_21907	7.75
cell_21929	7.75
cell_22012	7.75
cell_22049	7.75
cell_22055	7.75
cell_22075	7.75
cell_22084	7.75
cell_22101	7.75
cell_22168	7.75
cell_22176	7.75
cell_22191	7.75
cell_22250	7.75
cell_22256	7.75
cell_22272	7.75
cell_22293	7.75
cell_22355	7.75
cell_22370	7.75
cell_22392	7.75
cell_22422	7.75
cell_22479	7.75
cell_22484	7.75
cell_22501	7.75
cell_22544	7.75
cell_22547	7.75
cell_22608	7.75
cell_22654	7.75
cell_22710	7.75
cell_22741	7.75
cell_22743	7.75
cell_22755	7.75
cell_22817	7.75
cell_22840	7.75
cell_22876	7.75
cell_22877	7.75
cell_22906	7.75
cell_23033	7.75
cell_23041	7.75
cell_23075	7.75
cell_23129	7.75
cell_23159	7.75
cell_23199	7.75
cell_23227	7.75
cell_23241	7.75
cell_23248	7.75
cell_23315	7.75
cell_23326	7.75
cell_23358	7.75
cell_23366	7.75
cell_23370	7.75
cell_23407	7.75
cell_23408	7.75
cell_23445	7.75
cell_23474	7.75
cell_23506	7.75
cell_23514	7.75
cell_23565	7.75
cell_23575	7.75
cell_23583	7.75
cell_23592	7.75
cell_23683	7.75
cell_23705	7.75
cell_23763	7.75
cell_23775	7.75
cell_23779	7.75
cell_23817	7.75
cell_23847	7.75
cell_23878	7.75
cell_23935	7.75
cell_23961	7.75
cell_23962	7.75
cell_23990	7.75
cell_24013	7.75
cell_24020	7.75
cell_24037	7.75
cell_24043	7.75
cell_24074	7.75
cell_24079	7.75
cell_24132	7.75
cell_24138	7.75
cell_24193	7.75
cell_24213	7.75
cell_24238	7.75
cell_24285	7.75
cell_24291	7.75
cell_24350	7.75
cell_24355	7.75
cell_24542	7.75
cell_24563	7.75
cell_24601	7.75
cell_24622	7.75
cell_24633	7.75
cell_24645	7.75
cell_24701	7.75
cell_24713	7.75
cell_24717	7.75
cell_24754	7.75
cell_24782	7.75
cell_24788	7.75
cell_24795	7.75
cell_24803	7.75
cell_24827	7.75
cell_24895	7.75
cell_24935	7.75
cell_24974	7.75
cell_24987	7.75
cell_25013	7.75
cell_25052	7.75
cell_25053	7.75
cell_25081	7.75
cell_25099	7.75
cell_25108	7.75
cell_25139	7.75
cell_25226	7.75
cell_25241	7.75
cell_25265	7.75
cell_25320	7.75
cell_25340	7.75
cell_25363	7.75
cell_25378	7.75
cell_25441	7.75
cell_25442	7.75
cell_25446	7.75
cell_25456	7.75
cell_25462	7.75
cell_25629	7.75
cell_25640	7.75
cell_25649	7.75
cell_25727	7.75
cell_25755	7.75
cell_25758	7.75
cell_25784	7.75
cell_25860	7.75
cell_25893	7.75
cell_25947	7.75
cell_25956	7.75
cell_25957	7.75
cell_25974	7.75
cell_25989	7.75
cell_26024	7.75
cell_26061	7.75
cell_26089	7.75
cell_26097	7.75
cell_26118	7.75
cell_26135	7.75
cell_26159	7.75
cell_26161	7.75
cell_26169	7.75
cell_26174	7.75
cell_26226	7.75
cell_26235	7.75
cell_26245	7.75
cell_26275	7.75
cell_26284	7.75
cell_26296	7.75
cell_26348	7.75
cell_26362	7.75
cell_26399	7.75
cell_26443	7.75
cell_26459	7.75
cell_26551	7.75
cell_26579	7.75
cell_26599	7.75
cell_26608	7.75
cell_26610	7.75
cell_26643	7.75
cell_26644	7.75
cell_26650	7.75
cell_26664	7.75
cell_26666	7.75
cell_26693	7.75
cell_26713	7.75
cell_26740	7.75
cell_26763	7.75
cell_26801	7.75
cell_26805	7.75
cell_26847	7.75
cell_26860	7.75
cell_26863	7.75
cell_26879	7.75
cell_26891	7.75
cell_26949	7.75
